subID,filter1,filter2,filter3,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8
502,0,0,0,54,23,119,16,8,26,31,21
503,0,0,0,3,44,110,10,2,68,52,9
504,0,0,0,26,34,172,1,6,29,29,1
505,0,0,0,0,43,128,15,1,49,57,5
506,0,0,0,31,27,152,10,10,27,27,14
507,0,0,0,9,48,145,0,13,47,36,0
508,0,0,0,2,34,104,16,2,72,47,21
509,0,0,0,0,41,150,2,2,55,41,7
510,0,0,0,12,45,88,8,13,70,40,22
511,0,0,1,3,28,28,27,10,93,45,64
512,1,1,1,1,13,3,18,3,121,28,111
513,0,0,0,4,32,189,0,2,40,30,1
514,0,0,0,22,18,117,2,7,50,13,69
515,0,0,0,10,21,87,17,16,35,22,90
516,0,0,0,7,31,150,8,1,52,39,10
517,0,0,0,33,21,215,0,3,7,19,0
518,0,0,0,30,35,171,0,9,26,26,1
519,0,0,0,59,28,160,0,6,21,22,2
520,0,0,0,3,34,58,29,18,57,45,54
521,0,0,0,59,35,141,2,17,23,21,0
522,0,0,0,52,23,176,0,15,24,8,0
523,0,0,1,4,16,14,12,17,130,12,93
524,0,0,0,1,43,97,12,6,83,49,7
525,1,1,1,10,18,2,6,19,110,5,128
526,0,1,1,15,38,14,48,34,49,53,47
527,0,0,0,9,38,135,9,11,34,36,26
528,0,0,0,48,30,128,5,10,41,26,10
529,0,0,1,2,14,0,27,10,105,31,109
530,0,0,0,23,35,137,0,4,55,31,13
531,0,0,0,8,47,86,9,6,61,51,30
532,0,0,0,6,36,162,5,7,48,34,0
533,0,0,0,36,28,179,0,1,24,28,2
534,0,0,0,12,31,89,19,11,69,40,27
535,0,0,0,12,38,90,15,12,71,40,20
536,0,0,0,8,45,109,13,8,52,51,12
537,0,0,0,79,26,148,2,17,15,11,0
538,0,0,0,6,42,150,0,8,52,34,6
539,0,0,0,5,37,161,2,4,52,36,1
540,0,0,0,15,18,112,43,13,15,48,34
541,0,0,0,26,47,141,2,18,32,32,0
542,0,0,0,40,20,191,0,2,26,19,0
543,0,0,0,11,31,178,4,2,27,34,11
544,0,0,0,82,28,129,3,8,26,22,0
545,0,0,0,2,45,120,8,5,55,47,16
546,0,0,0,1,51,103,9,16,55,44,19
547,0,0,0,6,40,129,32,14,16,58,3
548,0,0,0,22,38,86,11,24,70,26,21
549,0,0,0,62,32,133,3,6,31,30,1
550,0,0,0,30,32,186,0,8,16,25,1
551,0,0,0,1,34,113,5,2,88,37,18
552,0,0,0,1,41,132,1,8,60,35,20
553,0,0,0,0,46,157,0,5,49,41,0
554,0,0,0,7,43,117,2,7,63,38,21
555,0,0,0,23,21,107,10,11,52,20,54
556,0,0,0,30,27,170,0,7,42,20,2
557,0,0,0,19,23,62,22,13,67,31,61
558,0,0,0,3,49,155,1,18,38,33,1
559,0,0,0,57,13,208,0,3,6,11,0
560,0,0,0,45,20,140,10,7,39,23,14
561,0,0,0,20,34,182,1,7,26,28,0
562,0,0,0,28,39,135,1,8,55,32,0
563,0,0,0,1,41,168,1,3,43,40,1
564,0,0,0,32,21,193,7,7,12,20,6
565,0,0,0,6,42,113,4,8,56,39,30
566,0,0,0,0,40,123,5,3,81,43,3
567,0,0,0,26,36,179,0,7,20,30,0
568,0,0,0,56,19,196,1,12,5,8,1
569,0,0,0,26,32,175,0,3,33,29,0
570,0,0,0,46,35,110,13,26,37,22,9
571,0,0,0,27,29,85,11,20,55,20,51
572,0,0,0,59,29,161,1,11,17,20,0
573,0,0,0,1,41,126,9,7,51,44,19
574,0,0,0,23,55,107,1,16,54,40,2
575,0,0,0,11,54,130,0,11,49,42,1
576,0,0,0,41,39,88,5,12,71,31,11
577,0,0,0,1,45,115,7,6,68,46,10
578,0,0,0,29,31,169,3,4,25,31,6
579,0,0,0,78,20,167,0,5,12,16,0
580,0,0,0,4,34,141,16,3,45,47,8
581,0,0,0,2,51,117,1,5,76,46,0
582,0,0,0,0,29,190,0,0,49,30,0
583,0,0,0,17,32,152,4,3,42,34,14
584,0,0,0,49,28,169,1,8,17,22,4
585,0,0,0,3,43,42,28,11,82,60,29
586,0,0,0,82,14,183,0,7,5,7,0
587,0,0,1,2,16,3,8,15,89,10,155
588,0,0,0,54,30,156,4,18,18,17,1
589,0,0,0,31,28,167,7,5,25,31,4
590,0,0,0,93,16,160,1,4,10,13,1
591,0,0,0,38,30,161,9,9,19,30,2
592,0,0,0,27,32,163,6,7,25,32,6
593,0,0,0,16,60,98,1,19,58,43,3
594,0,0,0,0,42,147,1,2,64,41,1
595,0,0,0,35,16,191,2,1,29,18,6
596,0,0,0,10,42,145,3,6,53,39,0
597,0,0,0,16,25,139,13,13,37,25,30
598,0,0,0,5,38,109,24,6,53,56,7
599,0,0,0,34,30,156,4,12,29,23,10
600,0,0,0,56,29,146,2,11,30,21,3
601,0,0,0,23,37,111,3,9,78,31,6
602,0,0,0,13,24,58,9,13,83,21,77
603,0,0,0,3,48,122,3,5,69,47,1
604,0,0,0,2,37,141,0,4,64,33,17
605,0,0,0,13,47,106,4,16,63,34,15
606,0,0,0,19,37,172,5,8,22,34,1
607,1,1,1,7,22,12,19,13,93,28,104
608,0,0,0,38,18,202,2,4,15,15,4
609,0,0,0,7,48,137,3,6,52,45,0
610,0,0,0,2,37,138,5,3,46,39,28
611,0,0,0,39,11,107,6,7,57,11,60
612,0,0,0,74,25,122,3,14,32,14,14
613,0,0,0,8,31,112,7,12,61,26,41
614,0,0,0,0,52,145,0,0,49,52,0
615,0,0,0,34,33,160,0,3,36,31,1
616,0,0,0,16,34,159,1,10,45,26,7
617,0,0,0,41,31,162,2,10,25,23,4
618,0,0,0,2,42,146,0,3,62,39,4
619,0,0,0,30,33,127,0,3,75,30,0
620,0,0,0,25,33,183,4,13,16,24,0
621,0,0,0,27,38,156,1,1,36,39,0
622,0,0,0,31,38,141,0,8,50,30,0
623,0,0,0,13,36,159,6,10,35,33,6
624,0,0,0,4,52,117,1,8,68,46,2
625,0,0,0,12,43,143,0,4,56,39,1
626,0,0,0,44,37,160,0,15,21,21,0
627,0,0,0,23,36,153,1,6,45,32,2
628,0,0,0,6,39,180,0,10,34,28,1
629,0,0,0,9,35,120,11,7,56,40,20
630,0,0,0,3,48,141,0,4,58,43,1
631,0,0,0,34,39,147,2,9,32,32,3
632,0,0,0,36,35,150,5,8,30,32,2
633,0,0,1,0,9,2,2,1,140,9,135
634,0,0,0,0,49,131,4,4,53,50,7
635,0,0,0,31,24,153,16,6,25,34,9
636,0,0,0,85,18,170,1,13,6,5,0
637,0,0,0,5,43,144,1,6,61,38,0
638,0,0,0,28,27,165,7,6,33,28,4
639,0,0,0,9,48,146,3,17,39,34,2
640,0,0,0,40,16,195,1,1,25,17,3
641,0,0,0,5,42,134,2,2,63,42,8
642,0,0,1,5,12,2,9,18,117,3,132
643,0,0,0,4,33,75,18,16,74,36,42
644,0,0,0,11,42,61,20,14,81,48,21
645,0,0,0,13,56,152,1,24,18,33,1
646,0,0,0,24,37,169,3,9,24,31,1
647,0,0,0,44,35,164,2,22,16,15,0
648,0,0,0,94,16,152,1,4,17,14,0
649,0,0,0,33,37,163,4,11,19,31,0
650,0,0,0,9,28,182,4,4,42,29,0
651,0,0,0,28,36,97,4,11,54,30,38
652,0,0,0,3,33,173,4,1,46,37,1
653,0,0,0,30,30,180,2,11,24,21,0
654,0,0,0,24,22,139,8,10,41,21,33
655,0,0,0,4,33,190,0,3,35,31,2
656,0,0,0,30,18,209,1,7,17,13,3
657,0,0,0,4,42,129,2,9,72,35,5
658,0,0,0,0,33,198,0,0,33,34,0
659,0,0,0,31,33,155,0,9,45,25,0
660,0,0,0,13,36,148,5,0,41,42,13
661,1,1,1,3,8,2,7,5,142,10,121
662,0,0,0,3,35,51,32,4,71,63,39
663,0,0,0,38,18,163,5,7,37,17,13
664,0,0,0,34,31,160,2,6,29,27,9
665,0,0,0,12,55,106,1,15,61,42,6
666,0,0,0,2,38,170,3,1,41,41,2
667,0,0,0,43,27,177,0,2,23,26,0
668,0,0,0,1,45,112,6,6,54,46,28
669,0,0,0,63,31,166,0,18,7,13,0
670,0,0,0,29,40,133,5,10,43,35,3
671,0,0,0,21,27,51,15,22,48,20,94
672,0,0,0,6,57,136,1,12,37,47,2
673,0,0,0,5,45,171,1,11,29,36,0
674,0,0,0,6,34,33,54,11,66,78,16
675,0,0,0,0,48,114,0,3,88,45,0
676,0,0,0,7,23,114,9,8,59,25,53
677,0,0,0,5,43,132,0,4,66,39,9
678,0,0,0,82,20,158,0,5,18,15,0
679,0,0,0,10,39,146,2,7,52,35,7
680,0,0,0,1,33,189,0,2,41,31,1
681,0,0,0,5,25,58,23,5,100,43,39
682,0,0,0,36,28,169,2,10,31,20,2
683,0,0,0,20,45,124,6,14,35,37,17
684,0,0,0,19,47,144,3,13,34,36,2
685,1,1,1,0,16,1,6,6,129,16,124
686,0,0,0,27,41,144,6,18,21,28,13
687,0,0,0,10,31,209,0,3,16,29,0
688,0,0,0,26,28,164,0,3,52,25,0
689,0,0,0,9,43,142,2,3,45,42,12
690,0,0,0,15,39,98,28,12,38,54,14
691,0,0,0,8,26,58,46,10,68,62,20
692,0,0,0,7,49,131,1,4,59,46,1
693,0,0,1,2,10,21,11,0,84,21,149
694,0,0,1,1,20,63,13,6,90,28,77
695,0,0,0,46,27,173,1,14,23,14,0
696,0,0,0,3,48,144,0,2,54,47,0
697,0,0,0,26,42,133,1,10,48,33,5
698,0,0,0,4,30,153,1,6,62,26,16
699,0,0,0,38,20,198,0,6,21,15,0
700,0,0,0,34,13,218,5,0,9,17,2
701,0,0,0,0,48,90,8,4,91,51,6
702,0,0,0,8,22,67,21,10,56,33,81
703,0,0,0,19,40,153,3,7,40,35,1
704,0,0,0,8,27,100,10,7,76,31,39
705,0,0,0,1,41,71,16,5,95,52,17
706,0,0,0,11,32,102,21,7,64,47,14
707,0,0,0,0,37,159,0,3,41,34,24
708,0,0,0,17,51,151,0,14,27,37,1
709,0,0,0,34,29,119,4,9,57,24,22
710,0,0,0,4,44,133,0,8,72,36,1
711,0,0,0,70,12,177,5,7,11,11,5
712,0,0,0,41,27,181,4,6,13,25,1
713,0,0,1,2,25,46,8,3,99,30,85
714,0,0,0,22,27,118,2,4,47,26,52
715,0,0,0,12,32,123,6,7,52,31,35
716,0,0,0,10,23,84,8,9,51,22,91
717,0,0,0,1,43,145,5,1,55,47,1
718,0,0,0,1,40,114,2,4,79,39,19
719,0,0,0,8,33,171,7,7,36,33,3
720,0,0,0,27,36,101,11,21,64,26,12
721,0,0,0,12,46,95,10,25,63,32,15
722,0,0,0,2,40,140,4,5,58,38,11
723,0,0,0,25,20,118,32,15,35,38,15
724,0,0,0,45,18,89,14,9,46,22,55
725,0,0,0,20,31,143,5,11,56,25,7
726,0,0,0,18,26,106,14,11,58,30,35
727,0,0,0,36,31,145,0,3,53,29,1
728,0,0,0,1,48,102,2,11,76,40,18
729,0,0,1,2,20,40,6,3,89,23,115
730,0,0,0,12,32,172,1,2,46,31,2
731,0,0,0,23,34,104,6,15,74,26,16
732,0,0,0,15,36,126,10,9,62,36,4
733,0,0,0,14,41,141,5,11,47,35,4
734,0,0,0,2,40,109,14,10,54,45,24
735,0,0,0,13,45,13,37,30,61,53,46
736,0,0,0,25,39,155,2,7,34,33,3
737,0,0,0,1,40,173,1,2,41,39,1
738,0,0,0,8,43,134,1,2,67,42,1
739,0,0,1,0,9,1,22,8,113,23,122
740,0,0,0,15,30,110,11,17,61,24,30
741,0,0,0,7,38,121,8,12,42,34,36
742,0,0,0,3,35,160,1,0,62,37,0
743,0,0,1,4,26,58,7,11,98,23,71
744,0,0,0,75,18,182,0,4,5,14,0
745,1,1,1,4,24,41,6,9,119,21,74
746,0,0,0,12,36,181,3,5,25,35,1
747,0,0,0,11,54,134,10,23,21,42,3
748,0,0,0,17,40,114,18,12,38,47,12
749,0,0,0,8,29,117,26,3,36,52,27
750,0,0,0,29,26,190,1,3,23,25,1
751,0,0,0,1,29,68,13,5,76,37,69
752,0,0,1,1,26,21,27,9,100,43,71
753,0,0,0,22,44,115,6,11,55,40,5
754,1,1,1,2,13,4,15,13,111,15,125
755,0,0,0,6,35,101,9,7,89,38,13
756,0,0,0,14,44,138,3,12,46,36,5
757,0,0,0,14,33,166,6,7,28,32,12
758,0,0,0,7,52,109,4,5,67,52,2
759,0,0,0,15,35,130,8,13,61,30,6
760,0,0,0,50,23,153,0,2,49,21,0
761,0,0,0,7,43,81,14,8,88,49,8
762,0,0,0,25,30,179,0,3,32,28,1
763,0,0,1,11,18,2,20,31,80,7,129
764,0,0,1,8,19,5,23,14,85,28,116
765,0,0,0,50,28,116,6,16,52,19,11
766,0,0,0,13,32,150,8,9,35,32,19
767,0,0,0,50,22,197,0,9,7,13,0
768,0,0,0,18,30,111,10,9,66,31,23
769,0,0,0,21,23,191,3,3,29,23,5
770,0,0,0,5,42,166,2,7,39,36,1
771,0,0,0,7,42,139,0,6,65,36,3
772,0,0,0,13,46,130,3,11,54,39,2
773,0,0,0,69,26,147,0,9,29,18,0
774,0,0,0,20,27,171,2,1,42,29,6
775,0,0,0,38,44,150,2,12,18,34,0
776,0,0,0,1,47,127,2,4,70,45,2
777,0,0,0,51,26,148,4,10,33,20,6
778,0,0,0,5,51,145,1,18,43,35,0
779,0,0,0,16,29,179,1,1,40,30,2
780,0,0,0,21,25,100,22,15,49,33,33
781,0,0,0,0,31,132,1,0,77,33,24
782,0,0,0,9,28,75,17,8,78,38,45
783,0,0,0,3,35,192,0,2,33,33,0
784,0,0,0,21,46,104,13,16,47,43,8
785,0,0,1,5,12,0,11,14,67,8,181
786,0,0,0,0,38,140,2,0,75,41,2
787,0,0,0,33,34,110,26,24,21,36,14
788,0,0,0,27,38,155,1,6,37,34,0
789,0,0,0,2,30,104,38,4,49,64,7
790,0,0,0,5,50,133,4,5,44,49,8
791,0,0,0,16,45,121,15,14,36,46,5
792,0,0,0,0,28,150,3,1,52,31,33
793,0,0,0,12,29,85,23,9,49,44,47
794,0,0,0,8,46,146,3,12,43,38,2
795,0,0,0,2,42,87,24,8,65,58,12
796,0,0,0,1,46,166,2,10,35,38,0
797,0,0,0,9,39,114,7,11,52,36,30
798,0,0,0,2,49,172,0,7,26,42,0
799,0,0,0,12,32,165,11,6,24,36,12
800,0,0,0,41,34,149,6,11,26,29,2
801,0,0,0,22,42,127,1,7,63,36,0
802,0,0,0,35,15,226,0,7,6,9,0
803,0,0,0,13,38,160,2,6,42,35,2
804,0,0,0,82,28,122,0,10,31,18,7
805,0,0,0,17,46,147,2,8,35,41,2
806,0,0,0,68,19,191,0,9,1,10,0
807,0,0,0,37,19,182,3,7,24,15,11
808,0,0,0,1,33,150,5,0,64,39,6
809,0,0,0,1,32,116,11,4,60,39,35
810,0,0,0,1,37,132,4,2,55,39,28
811,0,0,0,0,38,177,4,2,37,39,1
812,0,0,0,2,38,137,0,4,71,35,11
813,0,0,0,5,48,141,0,3,56,45,0
814,0,0,0,23,46,134,2,3,43,45,2
815,0,0,0,5,38,151,4,2,51,41,6
816,0,0,0,30,44,120,3,6,53,42,0
817,0,0,0,34,47,142,1,14,25,34,1
818,0,0,0,36,36,144,3,12,34,27,6
819,0,0,0,18,26,71,11,5,66,32,69
820,0,0,0,36,30,173,0,6,24,25,4
821,0,0,0,70,29,158,0,11,11,19,0
822,0,0,0,8,37,83,17,9,80,46,18
823,0,0,0,1,42,138,1,4,73,39,0
824,0,0,0,60,21,128,10,15,35,17,12
825,0,0,0,3,35,118,13,10,54,38,27
826,0,0,0,41,24,195,1,3,12,22,0
827,0,0,0,5,41,107,5,10,75,37,18
828,0,0,0,8,32,128,9,3,69,38,11
829,0,0,0,34,32,158,0,10,23,23,18
830,0,0,0,46,32,167,0,13,19,20,1
831,0,0,0,29,26,194,2,6,19,22,0
832,0,0,0,4,51,143,2,2,41,52,3
833,0,0,0,4,32,94,8,11,59,29,61
834,1,1,1,1,21,0,21,9,100,34,112
835,0,0,0,6,42,164,1,4,42,38,1
836,0,0,0,5,51,130,2,10,49,43,8
837,0,0,0,8,36,157,1,0,54,36,6
838,0,0,0,13,42,124,1,6,70,37,5
839,0,0,1,4,11,2,10,7,111,14,139
840,0,0,0,2,48,152,1,6,44,44,1
841,0,0,0,5,41,158,4,4,45,40,1
842,0,0,0,38,18,176,4,7,35,15,5
843,0,0,0,18,32,159,2,10,44,24,9
844,0,0,0,1,40,162,0,5,54,36,0
845,0,0,0,1,39,114,8,11,83,35,7
846,0,0,0,51,30,169,1,5,13,27,2
847,0,0,0,1,30,110,7,4,74,34,38
848,0,0,0,1,48,154,0,1,47,47,0
849,0,0,0,1,25,85,14,9,64,31,69
850,0,0,0,3,32,111,0,1,65,31,55
851,0,0,0,55,33,161,2,15,12,20,0
852,0,0,0,11,35,134,2,12,62,26,16
853,0,0,0,5,47,118,8,9,50,45,16
854,0,0,0,3,40,143,2,6,49,36,19
855,0,0,0,42,29,158,1,9,33,22,4
856,0,0,0,66,15,177,6,8,8,12,6
857,0,0,0,27,30,108,16,20,39,26,32
858,0,0,1,2,29,56,6,4,116,32,53
859,0,0,0,42,21,209,0,9,4,13,0
860,0,0,0,54,6,115,3,8,54,1,57
861,0,0,0,24,27,109,9,8,64,29,28
862,0,0,0,3,45,141,3,3,45,46,12
863,0,0,0,56,20,175,3,6,11,18,9
864,0,0,0,1,36,173,6,2,38,40,2
865,0,0,0,27,30,157,2,9,42,23,8
866,0,0,0,2,30,213,2,0,17,32,2
867,0,0,0,2,29,73,10,4,98,36,46
868,0,0,0,0,40,119,2,2,90,41,4
869,0,0,0,0,45,131,5,9,51,41,16
870,0,0,0,20,36,162,2,12,39,26,1
871,0,0,0,0,38,155,1,1,51,39,13
872,0,0,0,7,43,160,0,0,40,44,4
873,0,0,0,12,39,86,3,7,87,36,28
874,0,0,1,7,16,23,31,21,70,26,104
875,0,0,1,0,16,13,23,3,88,36,119
876,0,0,1,4,12,0,9,13,122,8,130
877,0,0,0,72,21,142,4,2,31,23,3
878,0,0,0,0,27,104,30,1,61,56,19
879,0,0,0,45,18,129,10,8,55,20,13
880,0,0,0,3,30,35,37,8,99,60,26
881,0,0,0,21,40,84,10,19,75,32,17
882,0,0,0,85,26,143,0,9,18,17,0
883,0,1,1,37,32,122,5,15,41,23,23
884,0,0,1,0,7,10,1,0,121,8,151
885,0,0,0,0,39,157,0,2,61,38,1
886,0,0,0,21,38,120,8,14,57,31,9
887,0,0,0,39,29,181,3,9,13,24,0
888,0,0,0,14,12,98,16,5,76,24,53
889,0,0,0,4,31,67,12,6,104,38,36
890,0,0,0,15,37,153,0,7,55,31,0
891,0,0,0,18,40,133,7,6,48,41,5
892,0,0,0,8,48,140,5,10,30,44,13
893,0,0,0,13,44,54,20,25,67,39,36
894,0,0,0,62,27,121,6,19,24,14,25
895,0,0,0,6,41,66,25,9,67,57,27
896,0,0,0,23,30,45,34,22,70,43,31
897,0,0,0,40,30,149,0,8,46,23,2
898,0,0,0,11,35,151,1,2,62,34,2
899,0,0,0,6,47,117,4,3,61,49,11
900,0,0,0,1,44,158,2,4,41,43,5
901,0,0,0,8,47,136,4,7,46,43,7
902,0,0,0,41,22,147,9,3,45,27,4
903,0,0,0,43,22,207,0,10,4,12,0
904,0,0,1,23,23,10,38,31,63,31,79
905,0,0,1,5,22,23,21,9,113,33,72
906,0,0,0,3,34,101,15,7,50,43,45
907,0,0,0,16,41,53,26,20,84,48,10
908,0,0,0,34,42,131,4,20,39,26,2
909,0,0,1,2,21,1,16,14,115,24,105
910,0,0,0,42,37,166,0,14,16,23,0
911,0,0,0,3,48,170,0,11,28,38,0
912,0,0,0,17,36,127,13,7,38,42,18
913,0,0,1,0,31,51,16,9,73,38,80
914,1,1,1,16,32,19,21,28,80,26,76
915,0,0,0,3,46,129,0,8,73,38,1
916,0,0,0,50,27,156,0,6,38,21,0
917,0,0,0,0,34,95,14,1,75,47,32
918,0,0,0,13,38,176,0,5,31,34,1
919,0,0,0,9,37,125,10,5,51,42,19
920,0,0,0,17,25,125,14,11,49,29,28
921,0,0,0,2,51,133,2,3,55,51,1
922,0,0,0,36,35,168,4,20,16,19,0
923,0,0,0,30,34,136,10,13,39,32,4
924,0,0,0,4,32,159,3,5,55,31,9
925,0,0,0,8,44,128,2,0,67,47,2
926,0,0,0,11,44,138,1,9,53,37,5
927,0,0,0,0,33,103,8,3,59,38,54
928,0,0,0,3,31,111,4,11,69,25,44
929,0,0,0,1,38,136,5,2,63,41,12
930,0,0,0,14,46,115,13,13,47,47,3
931,0,0,0,6,49,65,11,7,76,52,32
932,0,0,0,6,42,116,10,8,67,45,4
933,0,0,0,2,41,165,0,8,46,33,3
934,0,0,0,21,37,129,11,9,49,39,3
935,0,0,0,50,39,144,1,18,23,22,1
936,0,0,0,8,29,144,22,6,29,45,15
937,0,0,0,39,29,144,1,5,54,25,1
938,0,0,0,24,38,122,13,16,36,35,14
939,0,0,0,38,34,141,13,11,20,36,5
940,0,0,0,10,35,182,2,7,21,30,11
941,0,0,0,11,33,82,13,8,62,37,52
942,0,0,0,3,19,88,5,13,68,12,90
943,0,0,0,10,39,169,2,7,36,34,1
944,0,0,0,21,36,153,0,5,52,31,0
945,0,0,0,50,18,195,0,5,17,13,0
946,0,0,0,1,39,171,3,3,37,40,4
947,0,0,0,7,53,124,0,7,61,46,0
948,0,0,0,8,34,120,9,3,77,40,7
949,0,0,0,0,43,146,0,2,63,41,3
950,0,0,0,28,35,147,2,5,38,32,11
951,0,0,0,2,46,146,0,5,59,40,0
952,0,0,0,6,42,92,5,4,92,44,13
953,0,0,0,32,38,132,3,5,49,37,2
954,0,0,0,11,36,129,11,8,49,39,15
955,0,0,0,2,30,34,36,5,85,62,44
956,0,0,0,21,39,15,34,23,86,49,31
957,0,0,0,46,25,186,0,6,16,19,0
958,0,0,0,40,41,114,3,13,51,30,6
959,0,0,0,2,52,131,2,2,56,52,1
960,0,0,0,55,28,153,1,7,31,23,0
961,0,0,0,59,25,154,0,4,34,22,0
962,0,0,0,1,43,140,10,3,48,50,3
963,0,0,0,68,23,150,4,7,26,20,0
964,0,0,0,4,48,122,2,4,67,46,5
965,0,0,0,7,43,78,28,14,46,58,24
966,0,0,0,3,42,135,9,5,35,47,22
967,0,0,0,17,26,113,16,10,55,33,28
968,0,0,0,23,44,139,1,15,38,31,7
969,0,0,0,37,33,126,11,5,35,40,11
970,0,0,0,7,28,118,7,7,64,28,39
971,0,0,0,11,29,84,9,16,67,22,60
972,0,0,0,10,45,137,6,9,44,42,5
973,0,0,0,39,33,152,1,5,39,29,0
974,0,0,0,53,27,167,1,11,22,17,0
975,0,0,0,5,54,80,11,18,82,48,0
976,0,0,0,40,31,157,0,6,39,25,0
977,0,0,0,14,31,185,2,7,32,26,1
978,0,0,0,2,53,134,0,10,49,43,7
979,0,0,0,0,40,185,0,2,34,37,0
980,0,0,0,11,34,148,4,9,53,30,9
981,0,0,0,38,41,152,0,14,26,27,0
982,0,0,0,4,37,170,4,3,37,38,5
983,0,0,0,17,33,157,6,7,42,32,4
984,0,0,1,0,3,0,2,4,131,1,157
985,0,0,0,7,39,144,2,8,35,34,29
986,0,0,0,29,43,149,0,9,33,34,1
987,0,0,0,0,28,92,10,8,83,31,46
988,0,0,0,11,46,134,1,2,60,44,0
989,0,0,0,36,19,203,0,3,18,17,2
990,0,0,1,0,18,8,20,0,142,38,72
991,0,0,0,1,43,167,0,4,43,40,0
992,0,0,0,3,42,151,3,9,49,37,4
993,0,0,0,8,38,155,5,4,46,40,2
994,0,0,0,14,41,139,7,8,47,40,2
995,0,0,0,11,50,125,4,15,45,39,9
996,0,0,0,7,36,153,7,6,48,38,3
997,0,0,0,8,36,83,24,13,70,47,17
998,1,1,1,6,41,13,37,12,90,66,33
999,0,0,0,22,30,172,1,2,40,30,1
1000,0,0,0,28,24,183,7,9,22,23,2
1001,0,0,0,3,51,88,9,4,87,56,0
